name,price,latitude,longitude,url,location,room_type,"""Balcony""","""Cable Ready""","""Convenience Store""","""Dishwasher Available""","""Flooring - Ceramic""","""Flooring - Hardwood""","""Fridge""","""Heating""","""Laundry Facilities""","""Microwave""","""Nearby""","""On-site Management""","""On-site Staff""","""Parking - Underground""","""Parking - Visitor""","""Parks""","""Public Transit""","""Schools""","""Shopping""","""Storage Lockers""","""Stove""","""Walk-in Closet""","""Water""","""Other""","""Outdoor Parking""","""Air Conditioning""","""Elevators""","""Fitness Room""","""Keyless Entry""","""Recreation Room""","""Social Room""","""Blinds""","""Dryer""","""Internet Ready""","""Sauna""","""Washer""","""24h Security""","""Bike Racks""","""Central Air Conditioning""","""Elevator""","""Exercise Room""","""Fitness Area""","""Hydro / Electricity""","""Jacuzzi""","""Party Room""","""Pool - Heated""","""Rooftop Deck""","""Secured Access""","""Security On-site""","""Swimming Pool""","""Bike Room""","""Parking - Assigned""","""Parking - Covered""","""Parking""","""School""","""City View""","""Outdoor Play Area""","""Pool - Outdoor""","""Private Yard""","""Storage""","""Video Surveillance""","""Window Coverings""","""Park View""","""Pool - Indoor""","""Storage Room""","""Bank""","""Bars""","""Bbq Area/Courtyard""","""Bike Trails""","""Bus Stop""","""Cafe""","""Daycare""","""Dishwasher""","""Dog Park""","""Garden""","""Gas Station""","""Grocery Store""","""Gym""","""Hospital""","""Movie Theater""","""Pool""","""Public Library""","""Recycling""","""Restaurants""","""Running Path""","""Security Cameras""","""Shopping Centre""","""Cable""","""Ensuite Laundry""","""Fireplace""","""Flooring - Laminate""","""Internet / WiFi""","""Playground""","""Alarm System""","""Flooring - Tile""","""Gas Heating""","""Patio""","""Flooring - Carpeted""","""Hot Tub""","""Individual Thermostats""","""Rooftop Pool""","""Theatre Room""","""Buzzer Entry""","""Intercom""","""Private Entry""","""Professionally Managed""","""Wheelchair Access""","""Pet Friendly""","""Rooftop Garden""","""Rooftop Lounge""","""24h Emergency""","""Family Friendly""","""Media Room""","""Newly Renovated""","""Stainless Steel Appliances""","""Furnished""","""Guest Suite""","""Movie Room""","""Backyard""","""Radiant Heat""","""Bbq Grill""","""freezer included""","""fridge included""","""oven included""","""smoker friendly""","""Concierge""","""Tennis Court""","""Electric Vehicle Charger""","""In-Suite Laundry""","""Secure Entry""","""Smoking Permitted""","""Harwood Floors""","""Flooring - Laminate Hardwood""","""Game Room""","""Shared Yard""","""Resident Insurance""","""Upgraded Kitchen""","""Controlled Access""","""Flooring - Mixed Options""","""Freshly Painted""","""Highway""","""Open Concept Design""","""Large Windows""","""internet available""","""Island""","""New Appliances""","""Locker Room""","""Bus Routes""","""Sundeck""","""Flooring - Wood""","""Granite Countertops""","""Pool - Rooftop""","""Hookups""","""Laundry Room""","""Waterfront View""","""Ensuite Bathroom""","""Resident Managers""","""Garage""","""Security System""","""Deck""","""gym""","""meeting room""","""Fitness Centre""","""Fully Equipped Kitchen""","""Outdoor Terrace""","""Courtyard""","""Daycare On Site""","""Billiards Room""","""24H Surveillance""","""Community Garden""","""Night Patrol""","""Outdoor Playground""","""Parking - Indoor""","""24H Maintenance""","""Online Payments Available""","""8""","""Church""","""24H On-Site Security""","""Utilities Included""","""Key Card Security""","""Skiing""","""Underground Parking""","""Visitor Parking""","""Cat Friendly""","""Dog Friendly""","""On-Site Resident Managers""","""Atm""","""Recreation""","""Pool - Private""","""Satellite TV""","""Attached Parking""","""Car Wash""","""Marina""","""Electricity - Available""","""Natural Gas - Available""","""Detached Garage""","""Wall Unit""","""Parking - Carport""","""Flooring - Vinyl""","""Garburator""","""Basketball Court""","""Electricity - Installed""","""Natural Gas - Installed""","""Refrigerator""","""Wine Fridge""","""Other / Cable - Installed""","""Cooktop""","""Hood Fan""","""Water - Available""","""Golf Course""","""Window Air Conditioner""","""Washer/Dryer""","""Card Laundry""","""Security Guard"""
Royal York Road,2400.0,43.65162309999999,-79.513218,https://rentals.ca/etobicoke/royal-york-road-1,Etobicoke,2.5 Bedroom,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springhurst Avenue,1800.0,43.6336827,-79.431707,https://rentals.ca/toronto/springhurst-avenue-2,Toronto,0 Bedroom,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
710 Lansdowne Avenue,2895.0,43.6636973,-79.445524,https://rentals.ca/toronto/710-lansdowne-avenue,Toronto,4 Bedroom,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621 Sheppard Avenue East,2300.0,43.76801969999999,-79.381325,https://rentals.ca/north-york/621-sheppard-avenue-east-id326414,NorthYork,2 Bedroom,1.0,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
120 Parliament St #1015,3100.0,43.6539272,-79.363893,https://rentals.ca/toronto/120-parliament-street-id326166,Toronto,Condo Unit,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225 Sackville Street,2050.0,43.6598236,-79.362727,https://rentals.ca/toronto/225-sackville-street-id325074,Toronto,Condo Unit,1.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Brunel Court,2100.0,43.6394055,-79.393232,https://rentals.ca/toronto/11-brunel-court-id324792,Toronto,1 Bedroom,1.0,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215 Fort York Boulevard,2100.0,43.63634560000001,-79.404535,https://rentals.ca/toronto/215-fort-york-boulevard-id322846,Toronto,1.5 Bedroom,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvie Avenue,2150.0,43.6866217,-79.4539839999999,https://rentals.ca/york/552-harvie-avenue,York,2 Bedroom,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460 Adelaide Street East,2800.0,43.6527699,-79.366487,https://rentals.ca/toronto/460-adelaide-street-east-id312992,Toronto,2 bedroom,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105 Leslie Street,2550.0,43.7208036,-79.348535,https://rentals.ca/north-york/1105-leslie-street-2,NorthYork,2 bedroom,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
251 Jarvis Street,2280.0,43.6574957,-79.374371,https://rentals.ca/toronto/251-jarvis-street-id314866,Toronto,2 bedroom,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181 Dundas Street East,2000.0,43.657011,-79.374105,https://rentals.ca/toronto/181-dundas-street-east-id326531,Toronto,2 bedroom,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 Maison Parc Court,2700.0,43.7896675,-79.469864,https://rentals.ca/vaughan/2-maison-parc-court-4,Vaughan,2 bedroom,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76 Elnathan Crescent,2500.0,43.7590052,-79.5681800999999,https://rentals.ca/north-york/76-elnathan-crescent,NorthYork,4 bedroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927 Bathurst Street,5800.0,43.66966000000001,-79.4128,https://rentals.ca/toronto/927-bathurst-street,Toronto,3 bedroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
15 Merchants&#39; Wharf Street,2550.0,43.6451103,-79.364522,https://rentals.ca/toronto/15-merchants-wharf-street-6,Toronto,2 bedroom,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251 Jarvis Street,2280.0,43.6574957,-79.374371,https://rentals.ca/toronto/251-jarvis-street-id321738,Toronto,2 bedroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Pond Road,1090.0,43.77075639999999,-79.499049,https://rentals.ca/north-york/the-pond-road,NorthYork,1 Bedroom,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571 Mount Pleasant Road,2300.0,43.7282731,-79.3972539999999,https://rentals.ca/toronto/1571-mount-pleasant-road-id326486,Toronto,2 bedroom,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
3 Lord Roberts Drive,3600.0,43.735737,-79.2591,https://rentals.ca/scarborough/3-lord-roberts-drive-1,Scarborough,5 bedroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
430 Euclid,1500.0,43.6570064,-79.4121926999999,https://rentals.ca/toronto/430-euclid-2,Toronto,2 bedroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
38 Gwendolen,2900.0,43.75305840000001,-79.422564,https://rentals.ca/north-york/38-gwendolen,NorthYork,3 bedroom,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
5 St Joseph Street,3300.0,43.6657528,-79.385579,https://rentals.ca/toronto/5-st-joseph-street-id321495,Toronto,3 bedroom,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210 Victoria Street,2980.0,43.6546239,-79.379075,https://rentals.ca/toronto/210-victoria-street-id326473,Toronto,2 bedroom,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Grand Trunk Crescent,2450.0,43.6415312,-79.382673,https://rentals.ca/toronto/19-grand-trunk-crescent-id325969,Toronto,3 bedroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99 Harbour Square,2600.0,43.63902059999999,-79.378576,https://rentals.ca/toronto/99-harbour-square-id321490,Toronto,1 bedroom,,,,,,,,,,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Legion Road South,2950.0,43.6214794,-79.48397,https://rentals.ca/etobicoke/15-legion-road-south,Etobicoke,3 bedroom,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70 Temperance Street,2400.0,43.6505301,-79.382148,https://rentals.ca/toronto/70-temperance-street-id326465,Toronto,2 bedroom,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90 Stadium Road,2050.0,43.63447559999999,-79.4015886,https://rentals.ca/toronto/90-stadium-road-id326463,Toronto,1 bedroom,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101 Peter Street,2100.0,43.6475126,-79.392702,https://rentals.ca/toronto/101-peter-street-id326460,Toronto,1 bedroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Sylvan,2650.0,43.6552336,-79.43151,https://rentals.ca/toronto/10-sylvan,Toronto,2 bedroom,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430 Euclid,3500.0,43.6570064,-79.4121926999999,https://rentals.ca/toronto/430-euclid-1,Toronto,4 bedroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
87 Peter Street,2900.0,43.6469441,-79.392397,https://rentals.ca/toronto/87-peter-street-id326448,Toronto,2 bedroom,,,,,,,,,,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Baseball Place,1850.0,43.6577873,-79.3515700999999,https://rentals.ca/toronto/30-baseball-place-id326442,Toronto,1 bedroom,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250 Wellington Street,3150.0,43.6451952,-79.390681,https://rentals.ca/toronto/250-wellington-street-2,Toronto,3 bedroom,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101 Peter Street,2400.0,43.6475126,-79.392702,https://rentals.ca/toronto/101-peter-street-id322914,Toronto,2 bedroom,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 York Street,2200.0,43.6418503,-79.382245,https://rentals.ca/toronto/14-york-street-id326436,Toronto,2 bedroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
